scope,n_clips_in_scope,target,ordering,n_steps,n_unique_clips,spearman,frac_nondecreasing,max_jump,max_abs_step,mean_abs_step,n_large_jumps,task_switch_rate,cluster_switch_rate,embodiment_switch_rate,source_switch_rate,mean_consecutive_dtw,max_consecutive_dtw,spearman_with_reviews,frac_nondecreasing_with_reviews,task_switch_rate_with_reviews,cluster_switch_rate_with_reviews,cluster_coverage,task_coverage,n_clips_to_target,distinct_clusters,frac_consecutive_near_duplicate,mean_pairwise_dtw,distinct_ratio
garments,131,38,Random order (same clips),6.0,6.0,-0.1542857142857143,0.42000000000000004,0.5805147058823529,0.7933823529411764,0.3269852941176471,1.2,0.34,0.34,0.0,0.34,0.7783233504535639,0.9709358975116125,,,,,0.2800000000000001,0.2800000000000001,3.0,1.4,0.0,1.6920961718212233,1.0
garments,131,38,Random subset (same size),6.0,6.0,0.30285714285714294,0.48,0.6591911764705883,0.6974264705882354,0.37235294117647055,2.0,0.62,0.56,0.4,0.62,0.8772626932502833,0.9783688034483591,,,,,0.34,0.4,3.3,1.7,0.02,1.8687232258707251,1.0
garments,131,38,Difficulty-sorted (same clips),6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.1786764705882353,1.0,0.2,0.2,0.0,0.2,0.6918829664669124,0.906981954664931,,,,,0.4,0.4,6.0,2.0,0.0,1.6920961718212233,1.0
garments,131,38,Coreset prefix (same size),6.0,6.0,-0.3714285714285715,0.4,0.8676470588235294,0.8970588235294118,0.7198529411764706,2.0,1.0,1.0,0.2,1.0,0.9736251154134397,1.0,,,,,1.0,0.8,6.0,5.0,0.0,2.1103389116523013,1.0
garments,131,29,Curriculum path,7.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.18088235294117647,1.0,0.2,0.2,0.0,0.2,0.7188734002924436,0.906981954664931,0.7207499701564473,0.8333333333333334,0.5,0.5,0.4,0.4,7.0,2.0,0.0,1.7580338558022963,0.8571428571428571
garments,131,29,Random order (same clips),6.0,6.0,-0.1542857142857143,0.42000000000000004,0.5904411764705882,0.8058823529411765,0.3341911764705882,1.4,0.34,0.34,0.0,0.34,0.804725015572107,0.9678767630985015,,,,,0.2800000000000001,0.2800000000000001,3.0,1.4,0.0,1.7580338558022963,1.0
garments,131,29,Random subset (same size),6.0,6.0,0.26857142857142857,0.4600000000000001,0.6602941176470588,0.7073529411764705,0.3685294117647059,2.0,0.62,0.56,0.4,0.62,0.8830420999733157,0.9875086074399302,,,,,0.34,0.4,3.3,1.7,0.02,1.8897316415095626,1.0
garments,131,29,Difficulty-sorted (same clips),6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.18088235294117647,1.0,0.2,0.2,0.0,0.2,0.7188734002924436,0.906981954664931,,,,,0.4,0.4,6.0,2.0,0.0,1.7580338558022963,1.0
garments,131,29,Coreset prefix (same size),6.0,6.0,-0.3714285714285715,0.4,0.8676470588235294,0.8970588235294118,0.7198529411764706,2.0,1.0,1.0,0.2,1.0,0.9736251154134397,1.0,,,,,1.0,0.8,6.0,5.0,0.0,2.1103389116523013,1.0
garments,131,78,Curriculum path,7.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.18161764705882352,1.0,0.2,0.2,0.0,0.2,0.6937787204045452,0.906981954664931,0.7207499701564473,0.8333333333333334,0.5,0.5,0.4,0.4,7.0,2.0,0.0,1.6689167081526113,0.8571428571428571
garments,131,78,Random order (same clips),6.0,6.0,-0.1542857142857143,0.42000000000000004,0.5757352941176469,0.7867647058823529,0.3270588235294118,1.1,0.34,0.34,0.0,0.34,0.7685320362084329,0.9579073200251116,,,,,0.2800000000000001,0.2800000000000001,3.0,1.4,0.0,1.668916708152611,1.0
garments,131,78,Random subset (same size),6.0,6.0,0.20571428571428574,0.52,0.6400735294117648,0.6808823529411765,0.37088235294117644,2.0,0.62,0.56,0.4,0.62,0.876043039518329,0.9759558958733919,,,,,0.34,0.4,3.3,1.7,0.02,1.8500046184916665,1.0
garments,131,78,Difficulty-sorted (same clips),6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.18161764705882352,1.0,0.2,0.2,0.0,0.2,0.6937787204045452,0.906981954664931,,,,,0.4,0.4,6.0,2.0,0.0,1.6689167081526113,1.0
garments,131,78,Coreset prefix (same size),6.0,6.0,-0.3714285714285715,0.4,0.8676470588235294,0.8970588235294118,0.7198529411764706,2.0,1.0,1.0,0.2,1.0,0.9736251154134397,1.0,,,,,1.0,0.8,6.0,5.0,0.0,2.1103389116523013,1.0
garments,131,59,Curriculum path,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.36213235294117646,1.0,0.5,0.5,0.0,0.5,0.7771363909492867,0.906981954664931,,,,,0.4,0.4,3.0,2.0,0.0,1.841645356602056,1.0
garments,131,59,Random order (same clips),3.0,3.0,-0.1,0.4,0.46838235294117647,0.698529411764706,0.5069852941176471,0.7,0.7,0.7,0.0,0.7,0.8662818345695721,0.9813963909329863,,,,,0.3,0.3,1.8,1.5,0.0,1.8416453566020565,1.0
garments,131,59,Random subset (same size),3.0,3.0,-0.4,0.4,0.20992647058823533,0.3941176470588235,0.3075367647058823,0.4,0.35,0.35,0.2,0.35,0.8631689068651764,0.8980686762224653,,,,,0.24000000000000005,0.24000000000000005,2.1,1.2,0.0,1.8384840137221055,1.0
garments,131,59,Difficulty-sorted (same clips),3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.36213235294117646,1.0,0.5,0.5,0.0,0.5,0.7771363909492867,0.906981954664931,,,,,0.4,0.4,3.0,2.0,0.0,1.841645356602056,1.0
garments,131,59,Coreset prefix (same size),3.0,3.0,0.5,0.5,0.8051470588235294,0.8051470588235294,0.4742647058823529,1.0,1.0,1.0,0.5,1.0,0.9870375452241518,1.0,,,,,0.6,0.6,3.0,3.0,0.0,2.200617623386822,1.0
garments,131,68,Curriculum path,6.0,5.0,0.9999999999999999,1.0,0.33088235294117646,0.33088235294117646,0.16819852941176472,2.0,0.25,0.5,0.0,0.25,0.8252891036615941,0.9126342446409311,0.550782483869826,0.8,0.6,0.8,0.6,0.4,6.0,3.0,0.0,1.9011611542257545,0.8333333333333334
garments,131,68,Random order (same clips),5.0,5.0,0.1,0.525,0.47463235294117645,0.58125,0.2983455882352941,1.2,0.45,0.625,0.0,0.45,0.8745125439755096,0.9697205275368331,,,,,0.42000000000000004,0.32,3.0,2.1,0.0,1.9011611542257545,1.0
garments,131,68,Random subset (same size),5.0,5.0,-0.2399999999999999,0.425,0.49522058823529413,0.6158088235294118,0.3303308823529411,1.1,0.525,0.475,0.4,0.525,0.8988011644823184,0.9656992535968809,,,,,0.32000000000000006,0.34,3.1,1.6,0.0,1.9178977213957367,1.0
garments,131,68,Difficulty-sorted (same clips),5.0,5.0,0.9999999999999999,1.0,0.33088235294117646,0.33088235294117646,0.16819852941176472,2.0,0.25,0.5,0.0,0.25,0.8252891036615941,0.9126342446409311,,,,,0.6,0.4,5.0,3.0,0.0,1.9011611542257545,1.0
garments,131,68,Coreset prefix (same size),5.0,5.0,0.09999999999999999,0.5,0.8676470588235294,0.8860294117647058,0.6755514705882353,2.0,1.0,1.0,0.25,1.0,0.9684036469613908,1.0,,,,,0.8,0.8,5.0,4.0,0.0,2.091316744144682,1.0
